STATIONNAME,CDEC ID,USGS ID,USACE ID,CNRFC ID,lat,lon,Elevation (feet),RIVER_BASIN,COUNTY,OPERATOR,Gage Type
HIDDEN DAM (HENSLEY),HID,,,,37.2,-119.917,561,,,,precip
PARDEE,PAR,,,,38.25,-120.85,568,,,,precip
KERN CANYON PH (PG&E),KPH,,,,35.433,-118.783,570,,,,precip
LAKE KAWEAH WEATHER,LKW,,,,36.4153,-118.6975,570,,,,precip
FRIANT DAM,FRT,,,,36.995,-119.692,578,,,,precip
SHASTA DAM (WATER QUALITY),SHD,,,,40.7161,-122.4253,580,,,,precip
FRIANT DAM (MILLERTON),MIL,,,,37.001,-119.705,581,,,,precip
SUCCESS WEATHER,SCW,,,,36.05,-118.9139,590,,,,precip
KESWICK (WATER QUALITY),KWK,,,,40.60098267,-122.444458,596,,,,precip
ARROYO GRANDE,ARG,,,,35.117,-120.417,600,,,,precip
COLGATE PH,CGT,,,,39.3308,-121.19,600,,,,precip
GOODWIN TUNNEL OUTLET,GTO,,,,37.8492,-120.6822,600,,,,precip
LICHAU CREEK,LIC,,,,38.317,-122.633,600,,,,precip
SANTA CRUZ ISLAND,SCZ,,,,34.017,-119.783,600,,,,precip
COLGATE PH,CLG,,,,39.333,-121.183,600,,,,precip
MALIBU CANYON,MCY,,,,34.0839,-118.7033,610,,,,precip
PINE FLAT WEATHER,PFW,,,,36.8236,-119.3369,610,,,,precip
NORTH SAN ANDREAS,NSN,,,,37.612,-122.443,617,,,,precip
CAPERTON RESERVOIR,CPR,,,,38.863,-121.218,620,,,,precip
ST MARYS COLLEGE,SMC,,,,37.842,-122.107,620,,,,precip
PIRU,PIU,,,,34.404,-118.81,624,,,,precip
GRINDSTONE CK NR GRINDSTONE RANCHERIA,GRI,,,,39.67911,-122.53054,630,,,,precip
SOUTH HONCUT CREEK NEAR BANGOR,SFH,,,,39.36824036,-121.3718796,630,,,,precip
PULGAS,PUL,,,,37.475,-122.298,644,,,,precip
BRIDGEVILLE,BGV,,,,40.474,-123.792,646,,,,precip
LOS GATOS,LSG,,,,37.2068,-121.9428,646,,,,precip
SAN VICENTE DAM,SVD,,,,32.913,-116.924,663,,,,precip
LAKE MENDOCINO WEATHER,CDW,,,,39.2031,-123.1853,670,,,,precip
ESTRELLA RIVER NEAR ESTRELLA,EST,,,,35.717,-120.639,672,,,,precip
MARSH CREEK FIRE DEPARTMENT,MFD,,,,37.893,-121.865,680,,,,precip
SUCCESS DAM,SCC,,,,36.061,-118.922,692,,,,precip
ORINDA FIRE STATION 43,ODA,,,,37.899588,-122.170402,700,,,,precip
SALINAS RIVER AT PASO ROBLES,PAS,,,,35.628582,-120.6843338,700,,,,precip
PILARCITOS DAM,PLD,,,,37.548,-122.422,700,,,,precip
KERN CANYON PH (OBSERVER),KCP,,,,35.441,-118.441,702,,,,precip
COYOTE (LAKE MENDOCINO),COY,,,,39.197,-123.186,720,,,,precip
THOMES CREEK AT PASKENTA,THO,,,,39.88784027,-122.5285645,720,,,,precip
ELECTRA PH,EPH,,,,38.333,-120.667,720,,,,precip
DRY CREEK NEAR COULTERVILLE,DCC,,,,37.654,-120.312,728,,,,precip
LOOMIS OBSERVATORY,LMO,,,,38.815,-121.113,733,,,,precip
MARSH CREEK FIRE,MRH,,,,37.8949,-121.8635,740,,,,precip
REDDING FIRE STATION,RFS,,,,40.5736,-122.4193,740,,,,precip
BLACK CREEK NR COPPEROPOLIS,BCC,,,,37.96103668,-120.6152039,746,,,,precip
SOUTH FORK EEL RIVER AT LEGGETT,LEG,,,,39.87459564,-123.7205811,747,,,,precip
BELL CANYON,BEC,,,,33.5517,-117.5731,750,,,,precip
TERMINUS DAM,TRM,,,,36.415,-119.002,752,,,,precip
FISH CREEK MOUNTAINS,FIS,,,,32.983,-116.058,760,,,,precip
OJAI,OJA,,,,34.448,-119.23,765,,,,precip
FORT ORD,FTD,,,,36.599,-121.753,768,,,,precip
CACHUMA LAKE,CCH,,,,34.583,-119.98,781,,,,precip
THOUSAND OAKS RAWS,TOK,,,,34.21,-118.87,795,,,,precip
ARROYO DEL HAMBRE,ABA,,,,37.977,-122.178,800,,,,precip
BOULDER CREEK,BDC,,,,37.142,-122.163,800,,,,precip
BANGOR,BGR,,,,39.38072968,-121.3862457,800,,,,precip
EL CAPITAN RESERVOIR,ECR,,,,32.882,-116.807,800,,,,precip
STONY GORGE RESERVOIR,STG,,,,39.583,-122.533,800,,,,precip
KETTLEMAN HILLS,KTT,,,,36.033,-120.057,810,,,,precip
CALAVERAS COTTAGE,CCT,,,,37.488321,-121.820785,822,,,,precip
RIVERSIDE AIRPORT,RVE,,,,33.951946,-117.444168,827,,,,precip
DON PEDRO RESERVOIR,DNP,,,,37.702,-120.421,830,,,,precip
RICE VALLEY,RIC,,,,34.063,-114.707,831,,,,precip
PASO ROBLES AIRPORT,PSB,,,,35.673054,-120.626114,836,,,,precip
BOONVILLE,BNV,,,,38.9875,-123.3486,840,,,,precip
COSUMNES R N FORK NR EL DORADO,CNF,,,,38.58903122,-120.8444901,840,,,,precip
ENGLEBRIGHT WEATHER,ENW,,,,39.2372,-121.2653,850,,,,precip
O'KANE (BLUE LAKE),OKN,,,,40.9059639,-123.8153381,850,,,,precip
NEW EXCHEQUER-LK MCCLURE,EXC,,,,37.585,-120.27,879,,,,precip
FALLBROOK WEATHER STATION,FBK,,,,33.382,-117.286,879,,,,precip
FLINN SPRINGS,FLS,,,,32.846,-116.864,880,,,,precip
MURRAY CK NR SAN ANDREAS,MSA,,,,38.2116,-120.6751,880,,,,precip
NEWCASTLE-PINEVIEW SCHOOL,NCS,,,,38.874,-121.135,890,,,,precip
STONY CREEK NR SUWANNA RANCH (CO RD 410),SUW,,,,39.484825,-122.514133,890,,,,precip
CUMMINGS PEAK,CMG,,,,38.028,-122.197,895,,,,precip
LAS TABLAS,LTB,,,,35.656387,-120.924164,900,,,,precip
OROVILLE DAM,ORO,,,,39.54,-121.493,900,,,,precip
SIMI VALLEY,SMV,,,,34.2912,-118.7976,914,,,,precip
TARGET RANGE PENDELTON,CMP,,,,33.372,-117.359,918,,,,precip
FANCHER CREEK,FCH,,,,36.8839,-119.4658,920,,,,precip
MT WASHINGTON,MTW,,,,34.1041,-118.2149,920,,,,precip
SOMES BAR,SSB,,,,41.333,-123.5,920,,,,precip
ALDER POINT,ALD,,,,40.232,-123.712,923,,,,precip
MOCCASIN,MCN,,,,37.82,-120.3,938,,,,precip
MOJAVE RIVER SINK,MOJ,,,,35.058,-116.083,950,,,,precip
WHITTIER HILLS WILDERNESS PRESERVE,WWP,,,,33.984,-118.01,950,,,,precip
PINE FLAT DAM,PNF,,,,36.833,-119.325,970,,,,precip
ARROYO SECO,ARY,,,,36.23,-121.488,980,,,,precip
A.G. WISHON (PG&E),AGW,,,,37.151,-119.505,1000,,,,precip
OAKLAND SOUTH,OSO,,,,37.7881,-122.1436,1000,,,,precip
TEST STATION,TTT,,,,34.3,-120.7,1000,,,,precip
KERN PH 1,KR1,,,,35.46,-118.77,1000,,,,precip
GREEN SPRINGS,GRN,,,,37.833,-120.5,1020,,,,precip
POTTER VALLEY PH,PVP,,,,39.367,-123.133,1020,,,,precip
SOUTH MOUNTAIN EAST,SME,,,,34.301,-119.044,1020,,,,precip
THOMES CREEK (CDF),TCK,,,,39.858,-122.612,1025,,,,precip
WALNUT CREEK AT PUDDINGSTONE DAM,PDD,,,,34.092,-117.807,1030,,,,precip
SAN BERNARDINO COUNTY YARD,SCY,,,,34.104,-117.268,1042,,,,precip
CAHILL RIDGE,CRI,,,,37.5102,-122.374,1044,,,,precip
VANDENBERG,VAN,,,,34.759,-120.486,1050,,,,precip
STANISLAUS POWERHOUSE,SPW,,,,38.133,-120.367,1060,,,,precip
SHASTA DAM (USBR),SHA,,,,40.718,-122.42,1067,,,,precip
SHASTA DAM (DWR-2),SYM,,,,40.718,-122.42,1067,,,,precip
AMMO DUMP,AMD,,,,33.382,-117.286,1068,,,,precip
SHASTA DAM (OBS),SHO,,,,40.717,-122.417,1075,,,,precip
SPRING VALLEY,SVA,,,,37.5625,-122.436,1075,,,,precip
SANTA FELICIA DAM,SFD,,,,34.464,-118.749,1078,,,,precip
PUTAH CK BLW DRY CK AT MIDDLETOWN,PBM,,,,38.76,-122.6153,1080,,,,precip
POTTER VALLEY,PTV,,,,39.3644,-123.1272,1080,,,,precip
WHITE RIVER NEAR COHO,WRC,,,,35.817,-118.84,1080,,,,precip
LAKESHORE,LKS,,,,40.867,-122.383,1100,,,,precip
SHASTA DAM (USBR),SHS,,,,40.717,-122.417,1100,,,,precip
SANTA MARGARITA BOOSTER,SMB,,,,35.374,-120.637,1100,,,,precip
YORKVILLE,YOR,,,,38.9053,-123.2314,1100,,,,precip
APTOS CREEK AT RIDER ROAD,APT,,,,37.0361,-121.8528,1123,,,,precip
SAN DIMAS CK AT PUDDINGSTON DIVERSN,PUD,,,,34.121,-117.782,1130,,,,precip
NEW MELONES RESERVOIR,NML,,,,37.9481,-120.525,1135,,,,precip
STANISLAUS PH (OBSERVER),STN,,,,38.14,-120.369,1135,,,,precip
BEN BOLT,BLT,,,,38.586,-121.017,1138,,,,precip
CALAVERAS ROAD,CAD,,,,37.5531,-121.8439,1140,,,,precip
MERCED RIVER NEAR BRICEBURG,MBB,,,,37.5989,-119.9781,1150,,,,precip
ZAPATO CHINO,ZPC,,,,36.016,-120.293,1150,,,,precip
AUBURN DAM RIDGE,ADR,,,,38.882,-121.045,1200,,,,precip
CATHEY'S VALLEY,CVR,,,,37.3803,-120.0769,1200,,,,precip
PILOT HILL (CDF),PIH,,,,38.8317,-121.0092,1200,,,,precip
TALEGA,TAL,,,,33.475,-117.487,1203,,,,precip
EAST PARK RESERVOIR,EPK,,,,39.367,-122.517,1205,,,,precip
MONTCLAIR,MOC,,,,34.094,-117.682,1208,,,,precip
WHISKEYTOWN DAM (USBR),WHI,,,,40.598,-122.537,1210,,,,precip
WHISKEYTOWN DAM (OBSERVER),WHK,,,,40.6,-122.55,1220,,,,precip
SANTA ROSA ISLAND,ROS,,,,33.967,-120.067,1250,,,,precip
BEVERLY HILLS,BHL,,,,34.125,-118.42,1260,,,,precip
VENADO,VEN,,,,38.617,-123.017,1260,,,,precip
BIG BAR,BGB,,,,40.733,-123.2,1270,,,,precip
COLLINS LAKE,CLS,,,,39.3376,-121.3271,1270,,,,precip
DEL VALLE,DVL,,,,34.431,-118.666,1278,,,,precip
BARONA,BNA,,,,32.999,-116.84,1280,,,,precip
RAINBOW DIVERSION DAM,RBW,,,,39.371,-122.605,1297,,,,precip
BRANDY CREEK,BDY,,,,40.617,-122.567,1300,,,,precip
DIDDY WELLS,DDW,,,,40.7,-122.1,1300,,,,precip
OGO RANGER STATION,OGO,,,,40.423,-122.737,1300,,,,precip
CACHE CK PRECIP NR LOWER LAKE,CCL,,,,38.92417,-122.56611,1320,,,,precip
OAK BOTTOM,OKB,,,,40.651,-122.606,1326,,,,precip
TONNER CANYON,TNR,,,,33.9475,-117.8222,1340,,,,precip
CLEAR LK HIGHLANDS (OBS),CLH,,,,38.9,-122.6,1340,,,,precip
SAN DIMAS DAM,SND,,,,34.153,-117.771,1350,,,,precip
VALLEY CENTER,VAL,,,,33.2394,-117.0142,1370,,,,precip
PUMPING PLANT @MIDDLE CREEK,PMC,,,,39.14231491,-122.9022751,1380,,,,precip
LITTLE TUJUNGA,LTJ,,,,34.294,-118.361,1390,,,,precip
NEW MELONES,NMS,,,,37.948,-120.525,1400,,,,precip
SCHULTIES RD,SCH,,,,37.133,-121.967,1400,,,,precip
SCOTTS VALLEY,SCV,,,,39.083,-122.946,1400,,,,precip
BRIONES,BNE,,,,37.934,-122.118,1450,,,,precip
SAUGUS,SAU,,,,34.425,-118.525,1450,,,,precip
PIT #5 PH (PG&E),PR5,,,,40.987,-121.978,1458,,,,precip
PIT R PH #5,PT5,,,,40.983,-121.983,1460,,,,precip
VAIL LAKE,VIL,,,,33.496,-116.976,1470,,,,precip
MERCED RIVER ABOVE FERGUSON SLIDE,FS3,,,,37.656805,-119.899241,1475,,,,precip
FLOWER MOUNTAIN,FLW,,,,37.92,-120.6803,1480,,,,precip
COVELO,CLO,,,,39.826111,-123.083191,1487,,,,precip
INDIAN VLY DAM PRECIP AT CLEARLAKE OAKS,IVD,,,,39.080556,-122.53528,1490,,,,precip
EEL RIVER (USFS),EEL,,,,39.833,-123.083,1500,,,,precip
MONTECITO,MTC,,,,34.46,-119.643,1500,,,,precip
OAKLAND NORTH,ONO,,,,37.867,-122.217,1500,,,,precip
INDIAN VALLEY,INV,,,,39.083,-122.533,1502,,,,precip
LIVE OAK CANYON - LIVE OAK DAM,LVO,,,,34.134,-117.744,1510,,,,precip
BUNNING RANCH,BNR,,,,37.3678,-119.89,1520,,,,precip
PARKFIELD,PKF,,,,35.899,-120.432,1535,,,,precip
TRIMMER,TRI,,,,36.9,-119.2,1540,,,,precip
MALIBU,MLB,,,,34.0617,-118.644,1575,,,,precip
MISSION PEAK,MSP,,,,37.517,-121.883,1580,,,,precip
CHALKS,CKS,,,,37.161,-122.292,1585,,,,precip
BIG DALTON DAM,BDD,,,,34.17,-117.808,1587,,,,precip
BLACK DIAMOND MINES,BKD,,,,37.95,-121.884,1600,,,,precip
COHASSET,CST,,,,39.875278,-121.770554,1600,,,,precip
MT DIABLO PARK HEADQUARTERS,MDH,,,,37.8503,-121.9317,1600,,,,precip
PERRIS,PRR,,,,33.858,-117.183,1600,,,,precip
THOMPSON CREEK DAM,THP,,,,34.139,-117.709,1600,,,,precip
TOPANGA RAWS,TPG,,,,34.1364,-118.605,1600,,,,precip
GIBSON,GIB,,,,41.0225,-122.3992,1633,,,,precip
CLAREMONT,CMO,,,,34.137,-117.707,1645,,,,precip
CHEESEBORO,CHE,,,,34.1847,-118.7172,1650,,,,precip
GIBSON MAINTENANCE STATION,GBS,,,,41.025,-122.41,1650,,,,precip
LA PANZA,LPZ,,,,35.3806,-120.1881,1650,,,,precip
TRINITY RIVER BELOW LIMEKILN GULCH,TLK,,,,40.673,-122.919,1650,,,,precip
ATLAS PEAK,ATL,,,,38.433,-122.25,1660,,,,precip
WILEY RIDGE,WLY,,,,34.3717,-118.8408,1665,,,,precip
CIRCLE X RANCH,CXR,,,,34.109,-118.936,1700,,,,precip
EUREKA CANYON (CORRALITOS 6NW),EKN,,,,37.036,-121.803,1700,,,,precip
ELK VALLEY,ELK,,,,41.988,-123.718,1705,,,,precip
ASH MOUNTAIN,ASM,,,,36.483,-118.833,1708,,,,precip
BALCH PH (PG&E),BAL,,,,36.909,-119.089,1720,,,,precip
CLARK TRAINING CENTER,CRK,,,,33.8772,-117.3042,1720,,,,precip
BALCH PH,BLH,,,,36.917,-119.083,1720,,,,precip
ST. HELENA 4WSW,SH4,,,,38.493056,-122.539722,1729,,,,precip
SONORA RS,SOR,,,,37.983,-120.383,1749,,,,precip
FREMONT CANYON,FMC,,,,33.8111,-117.708,1750,,,,precip
PARADISE,PDE,,,,39.7536,-121.6247,1750,,,,precip
PARADISE FIRE STATION,PRD,,,,39.75,-121.617,1750,,,,precip
BUCKS CREEK POWERHOUSE,BUP,,,,39.917,-121.333,1760,,,,precip
LAS TRAMPAS,LTR,,,,37.834,-122.067,1760,,,,precip
BUCKS CREEK PH,BKP,,,,39.917,-121.333,1760,,,,precip
SAN RAFAEL HILLS,SRA,,,,34.1942,-118.2125,1770,,,,precip
SODA CREEK,SOD,,,,39.433,-122.983,1773,,,,precip
SCOTT DAM,SCD,,,,39.4083,-122.9586,1807,,,,precip
ANGWIN,ANG,,,,38.5712,-122.4332,1815,,,,precip
MOUNT MADONNA,MMD,,,,37.011,-121.702,1822,,,,precip
HASTINGS,HTG,,,,36.388,-121.551,1824,,,,precip
LAYTONVILLE,LAY,,,,39.702,-123.485,1838,,,,precip
BURRELL STATION,BRL,,,,37.109,-121.906,1850,,,,precip
DIABLO CANYON,DBC,,,,37.329,-121.302,1850,,,,precip
PLACERVILLE,PCV,,,,38.7,-120.82,1850,,,,precip
PLACERVILLE WEATHER STATION,PWS,,,,38.69543,-120.8243,1858,,,,precip
LEWISTON,LEW,,,,40.727,-122.793,1870,,,,precip
LEWISTON FISH HATCHERY,LFH,,,,40.727,-122.793,1870,,,,precip
KREGOR PEAK,KGR,,,,37.943,-121.89,1894,,,,precip
TILDEN PARK,TLD,,,,37.8836,-122.2219,1905,,,,precip
WILLITS HOWARD RS,WIL,,,,39.3506,-123.3217,1925,,,,precip
OAK KNOLL,OKK,,,,41.833,-123.833,1940,,,,precip
BEAR R AT ROLLINS RESERVOIR,BRE,,,,39.133,-120.953,1945,,,,precip
CRANSTON,CNS,,,,33.74,-116.841,1950,,,,precip
GLORIA GRADE,GGR,,,,36.532,-121.277,1960,,,,precip
OUR HOUSE DAM,OHD,,,,39.412,-120.9964,1960,,,,precip
NEW BULLARDS BAR,BUL,,,,39.393,-121.14,1965,,,,precip
DORRIS RANCH,DRS,,,,39.329,-121.108,1968,,,,precip
SANTA ROSA PLATEAU,SAR,,,,33.529,-117.231,1980,,,,precip
ARROWHEAD SPRINGS HOTEL,ARS,,,,34.184,-117.264,2000,,,,precip
HAWKEYE,HKY,,,,38.727,-122.84,2000,,,,precip
LOS ALTOS HILLS,LSA,,,,37.3581,-122.1472,2001,,,,precip
MILO,MLO,,,,36.232,-118.871,2002,,,,precip
ROCKY RIDGE,RKY,,,,37.817,-122.062,2020,,,,precip
READER RANCH,RDH,,,,39.304,-121.117,2025,,,,precip
GLEN HELEN REGIONAL PARK,GLH,,,,34.209,-117.405,2040,,,,precip
MALLORY RIDGE,MLR,,,,37.817,-121.779,2040,,,,precip
ALPINE,API,,,,32.834,-116.739,2041,,,,precip
JOHNSON RANCH,JNR,,,,37.6667,-121.604,2042,,,,precip
WEAVERVILLE RS,WVR,,,,40.733,-122.95,2050,,,,precip
POVERTY,POV,,,,37.443056,-121.770556,2066,,,,precip
DEVORE,DEV,,,,34.221111,-117.404442,2070,,,,precip
EL PORTAL,EPW,,,,37.675333,-119.787917,2073,,,,precip
COUNTY LINE RAWS NR WILBUR SPRINGS,CYW,,,,39.0189,-122.4119,2085,,,,precip
BULLARDS BAR,BUD,,,,39.3963,-121.1439,2100,,,,precip
PIT #3 PH (PG&E),PR3,,,,40.998,-121.747,2100,,,,precip
TRINITY CAMP,TNC,,,,40.679,-122.833,2100,,,,precip
BURRO CANYON BAER,BCN,,,,34.246,-117.838,2121,,,,precip
NEWHALL PASS,NHP,,,,34.3369,-118.5203,2135,,,,precip
DIAMOND LN PRECIP NR GLENCOE,DLP,,,,38.34315,-120.61837,2140,,,,precip
SWEETWATER (CDF),SWW,,,,37.397,-121.485,2150,,,,precip
FIDDLETOWN,FDL,,,,38.533,-120.7,2160,,,,precip
KLAMATH R BLW IRON GATE (WATER QUALITY),KIW,,,,41.928,-122.443,2162,,,,precip
KNOCTI RAWS (MT. KONOCTI),KTI,,,,38.9118,-122.7063,2163,,,,precip
DUNSMUIR TREATMENT PLANT,DNM,,,,41.2,-122.267,2170,,,,precip
KNOXVILLE CREEK,KNO,,,,38.8619,-122.4172,2200,,,,precip
JUNIPER FLATS,JUN,,,,33.769,-117.083,2200,,,,precip
SAN MARCOS,SMA,,,,34.517,-119.817,2200,,,,precip
VOLTA PH,VLT,,,,40.467,-121.867,2200,,,,precip
BEAR CYN RD PRECIP NR MIDDLETOWN,BMI,,,,38.7639,-122.6808,2220,,,,precip
DAY CANYON,DYC,,,,34.168,-117.537,2240,,,,precip
MARIPOSA RANGER STATION,MRP,,,,37.504166,-119.986946,2250,,,,precip
ORMSBY ROAD,ORR,,,,37.0669,-121.824,2302,,,,precip
DEER CREEK DAM,DEC,,,,34.169,-117.502,2320,,,,precip
CASE SPRINGS PENDLETON,CSS,,,,33.445,-117.418,2320,,,,precip
POTRERO,POT,,,,32.605,-116.609,2350,,,,precip
DEMOCRAT,DEM,,,,35.532,-118.13,2356,,,,precip
OAKHURST,OKH,,,,37.3447,-119.6758,2360,,,,precip
TIGER CREEK POWERHOUSE,TCP,,,,38.45,-120.483,2360,,,,precip
TIGER CREEK PH,TGR,,,,38.45,-120.483,2360,,,,precip
TRINITY LAKE,CLE,,,,40.801,-122.762,2370,,,,precip
SHEEP RANCH,SHR,,,,38.21,-120.462,2370,,,,precip
COLFAX,CLF,,,,39.122,-120.951,2400,,,,precip
GRASS VALLEY,GVY,,,,39.2056,-121.0672,2400,,,,precip
IDRIA,IDR,,,,36.4161,-120.6713889,2400,,,,precip
RODEO VALLEY,RDO,,,,39.667,-123.32,2425,,,,precip
PINE GROVE,PIN,,,,38.4,-120.633,2440,,,,precip
WHITMORE (CDF),WHT,,,,40.6194,-121.8994,2454,,,,precip
CARRIZO,CZO,,,,35.096,-119.773,2490,,,,precip
SHASTA R BLW CTY RD A-12 NR GRENADA,SBG,,,,41.64907,-122.49917,2490,,,,precip
COFFEE CREEK RANGER STATION,CFF,,,,41.0894,-122.7086,2503,,,,precip
CAMPTONVILLE RS (USFS),CMV,,,,39.455,-121.045,2503,,,,precip
ESPERANZA (BANNER ROAD),ESP,,,,38.284417,-120.48975,2512,,,,precip
HIGHLAND PEAK,HLD,,,,37.8145,-121.8084,2520,,,,precip
FIVE CENT,FVC,,,,40.7597,-122.9308,2550,,,,precip
OREJANO CANYON,OCN,,,,35.258,-118.567,2560,,,,precip
SADDLEBACK BUTTE,SDD,,,,34.668,-117.821,2590,,,,precip
ACTON,ACN,,,,34.446,-118.2,2600,,,,precip
CITY CREEK RANGER STATION,CKC,,,,34.186,-117.181,2610,,,,precip
PONCIANO RIDGE,PNR,,,,36.4,-121.723,2610,,,,precip
BEN LOMOND (CDF),BLO,,,,37.132,-122.17,2630,,,,precip
NORTH FORK R S,NFR,,,,37.233,-119.5,2630,,,,precip
ISABELLA DAM,ISB,,,,35.646,-118.473,2635,,,,precip
MAPEL RANCH,MAP,,,,36.039,-120.483,2640,,,,precip
KILARC PH,KLR,,,,40.683,-121.867,2650,,,,precip
ISABELLA WEATHER,IWS,,,,35.6458,-118.4764,2660,,,,precip
RUTH DAM,RTD,,,,40.367,-123.433,2675,,,,precip
MCCLOUD DAM (PG&E),MCL,,,,41.13,-122.071,2690,,,,precip
OIL CANYON,OIL,,,,35.332,-118.586,2690,,,,precip
JARBO GAP,JAR,,,,39.736,-121.489,2700,,,,precip
MUSTANG RIDGE,MTG,,,,36.193,-120.759,2700,,,,precip
RUTH LAKE,RTH,,,,40.319,-123.372,2700,,,,precip
WHISPERING PINES,WSP,,,,38.805833,-122.708333,2700,,,,precip
KERN PH 3,KP3,,,,35.77590179,-118.436058,2703,,,,precip
DE SABLA (DWR),DES,,,,39.872,-121.61,2710,,,,precip
DE SABLA (PG&E),DSB,,,,39.867,-121.617,2710,,,,precip
GRASS VALLEY CREEK,GVO,,,,40.625,-122.76,2715,,,,precip
KERNVILLE (USFS),KRN,,,,35.755,-118.425,2720,,,,precip
RAILROAD FLAT,RRF,,,,38.314,-120.543,2720,,,,precip
SECRET TOWN,SRT,,,,39.183,-120.883,2720,,,,precip
TANBARK ANGELES NF,TAN,,,,34.167,-117.767,2730,,,,precip
HARRISON GULCH RS,HRR,,,,40.367,-122.967,2750,,,,precip
OAK GROVE,OKG,,,,33.393,-116.795,2752,,,,precip
CAMPTONVILLE (DWR),CAM,,,,39.451,-121.049,2755,,,,precip
LAS CUMBRES,LCM,,,,37.208,-122.063,2760,,,,precip
ANTELOPE VALLEY CALIF POPPY RESERVE,POP,,,,34.738,-118.404,2760,,,,precip
MAD RIVER (USFS),MDF,,,,40.463,-123.524,2775,,,,precip
ALISO CANYON,ALO,,,,34.329,-118.555,2780,,,,precip
NEVADA CITY,NVD,,,,39.25,-121.001,2781,,,,precip
INDIAN CREEK,ICK,,,,35.282,-118.411,2790,,,,precip
LYTLE CREEK,LYC,,,,34.234,-117.48,2792,,,,precip
HENNINGER FLATS,HEN,,,,34.195,-118.0934,2800,,,,precip
TUOLUMNE STF 2 PORTABLE RAWS,POU,,,,37.9487,-120.2706,2800,,,,precip
FAWN LODGE,FWN,,,,40.625,-122.905,2800,,,,precip
COW CREEK (USBR),CCE,,,,40.603,-121.853,2840,,,,precip
FORBESTOWN,FBS,,,,39.517,-121.2661,2840,,,,precip
JOHN'S PLACE,JPD,,,,39.2165,-120.98,2850,,,,precip
BALD MOUNTAIN #2,BM2,,,,37.58,-121.35,2865,,,,precip
PIT #1 PH (PG&E),PR1,,,,41,-121.498,2880,,,,precip
PIT R PH #1,PT1,,,,41,-121.5,2880,,,,precip
BORON,BRN,,,,35.094,-117.582,2893,,,,precip
MEANS LAKE,MNS,,,,34.391,-116.517,2900,,,,precip
DOWNIEVILLE,DWV,,,,39.5667,-120.8333,2915,,,,precip
DOWNIEVILLE,DNV,,,,39.5586,-120.8292,2920,,,,precip
WEED AIRPORT,WED,,,,41.478889,-122.45472,2930,,,,precip
COOSKIE MOUNTAIN,CSM,,,,40.258,-124.25,2950,,,,precip
MILL CREEK NEAR YUCAIPA,MLL,,,,34.083,-117.035,2950,,,,precip
MT. ZION,MTZ,,,,38.39,-120.6525,2968,,,,precip
STUD HORSE CANYON,SHC,,,,35.289,-118.451,2970,,,,precip
LAKE PALMDALE,LPA,,,,34.5372,-118.1014,2980,,,,precip
CARIBOU PH,CBO,,,,40.085,-121.15,2986,,,,precip
SANTA YSABEL,SYS,,,,33.109,-116.673,2990,,,,precip
CLEAR CREEK RAWS,CEK,,,,34.271,-118.153,3000,,,,precip
DUDLEYS (MCDIARMID FIRE STATION),DDL,,,,37.72091,-120.09614,3000,,,,precip
GEORGETOWN RS (USFS),GRG,,,,38.933,-120.8,3001,,,,precip
FORESTHILL R S,FRH,,,,39.017,-120.85,3015,,,,precip
HAT CREEK #1 PH (PG&E),HTC,,,,40.933,-121.55,3015,,,,precip
BRAZIE RANCH,BZR,,,,41.687,-122.6,3020,,,,precip
HAT CK PH NO 1,HAT,,,,40.933,-121.55,3020,,,,precip
EL CARISO,ECA,,,,33.65,-117.41,3038,,,,precip
COFFEE RIDGE,CFR,,,,41.083,-122.717,3040,,,,precip
ROSE PEAK,RSP,,,,37.502,-121.736,3060,,,,precip
BROKEN ARROW RANCH,BAW,,,,37.524,-121.512,3083,,,,precip
MT. UMUNHUM #2,UMN,,,,37.158,-121.904,3090,,,,precip
YUCCA VALLEY,YUC,,,,34.123,-116.408,3100,,,,precip
LOWDEN,LWD,,,,40.69,-122.831,3120,,,,precip
CALLAHAN (USFS),CHA,,,,41.333,-122.833,3136,,,,precip
GLENVILLE FS,GLV,,,,35.717,-118.7,3140,,,,precip
MAGOON,MGN,,,,37.4894,-119.8125,3150,,,,precip
BATTERSON,BTT,,,,37.383,-119.617,3160,,,,precip
PACK SPRING,PKS,,,,35.613,-118.277,3170,,,,precip
ASH CREEK (USFS),ASC,,,,41.276943,-121.979446,3200,,,,precip
BUCK MEADOWS,BKM,,,,37.8233,-120.0975,3200,,,,precip
CHALLENGE RANGER STATION,CHL,,,,39.483,-121.217,3200,,,,precip
FIGUEROA MOUNTAIN,FGR,,,,34.7514,-120.0072,3200,,,,precip
FIGUEROA,FIG,,,,34.734,-120.007,3200,,,,precip
HIRZ,HRZ,,,,40.9,-122.25,3200,,,,precip
LYONS VALLEY,LYO,,,,39.125,-123.071,3200,,,,precip
WALKER BASIN,WBN,,,,35.382,-118.546,3230,,,,precip
GEORGETOWN (USBR),GTW,,,,38.925,-120.789,3250,,,,precip
MCCLOUD,MLD,,,,41.25,-122.133,3280,,,,precip
CLEAR CREEK,CLR,,,,40.639,-122.667,3300,,,,precip
METCALF GAP,MCF,,,,37.41,-119.765,3300,,,,precip
MORMON ROCK,MRN,,,,34.317,-117.502,3300,,,,precip
